Latitude,Longitude,ï»¿Site Name,Site Status,Site Address1,Site Address2,Site City,Site State,Site Zip,Site Phone,"Meal Types Served:
35.505476,-97.63149,Bethany YMCA(N80),Open,3400 N MUELLER,,BETHANY,OK,73008,405-789-0231,L,6/5/2017,7/28/2017
35.498398,-97.480019,Prospect Baptist Church(N82),Open,2809 N MISSOURI AVE,,OKLAHOMA CITY,OK,73111,405-921-6606,L,6/5/2017,7/28/2017
35.479693,-97.370443,Neighborhoods in Action(N83),Open,1124 N DOUGLAS,,MIDWEST CITY,OK,73130,405-736-1973,B L,6/19/2017,7/21/2017
35.74816,-96.08223394,BEGGS ES(105),Open,1300 CAMPUS DRIVE,,BEGGS,OK,74421,918-267-3643,B L,5/22/2017,6/22/2017
35.620184,-95.947513,Okmulgee Elementary School(N03),Open,1614 EAST 9TH STREET,,OKMULGEE,OK,74447,918-756-2826,L,6/6/2017,7/28/2017
36.66652,-97.030276,MCCORD PUBLIC SCHOOL(105),Open,977 S MCCORD RD,,PONCA CITY,OK,74604,580-765-8806,L,5/22/2017,6/30/2017
36.674768,-96.331654,PAWHUSKA ES(115),Open,1700 LYNN AVE.,,PAWHUSKA,OK,74056,918-287-1265,L,6/5/2017,6/30/2017
36.413365,-96.390714,HORACE MANN ES(105),Open,200 S. PETTIT,,HOMINY,OK,74035,918-885-6513,B L,5/17/2017,6/9/2017
36.570731,-96.708077,WOODLAND HS(705),Open,100 NORTH SIXTH ST.,,FAIRFAX,OK,74637,918-642-3295,B L,6/5/2017,6/29/2017
36.866646,-94.630815,Learninbg Center(N01),Closed Enrolled,10135 SOUTH BLUEJACKET RD.,,WYANDOTTE,OK,74370,918-666-5220,B L,5/22/2017,8/4/2017
36.877316,-94.866067,NEO A&M College(N02),Open,200 I ST. N. E.,,MIAMI,OK,74354,918-540-6387,B L,5/27/2017,7/27/2017
36.86369959,-94.87349,Miami Boys and Girls Club(N3),Open,863 D ST SE,,MIAMI,OK,74354,918-540-6386,B L,6/5/2017,7/27/2017
36.314862,-96.478723,CLEVELAND INTERMEDIATE ES(115),Open,705 NORTH SWAN DRIVE,,CLEVELAND,OK,74020,918-358-2210,B L,5/15/2017,6/28/2017
36.134665,-97.068357,WILL ROGERS ES(130),Open,1211 N WASHINGTON,,STILLWATER,OK,74075,405-533-6385,B L,5/30/2017,8/4/2017
36.13604,-97.06254,STILLWATER HS(705),Open,1224 N HUSBAND,,STILLWATER,OK,74075,405-533-6455,B L,6/5/2017,7/25/2017
36.108607,-97.056522,Lincoln Academy(N02),Open,215 E 12TH,,STILLWATER,OK,74074,405-533-6445,L,5/30/2017,6/22/2017
36.10879,-97.05026,Southern Woods Park(N03),Open,700 S 12TH AVENUE,,STILLWATER,OK,74074,405-533-6395,L,5/30/2017,7/28/2017
36.15322,-97.06964,Boomer Lake Park(N4),Open,3067 N. WASHINGTON,,STILLWATER,OK,74075,405-533-6445,L,5/30/2017,7/28/2017
36.08810598,-97.05867762,Whispering Hills(N5),Open,3102 S MAIN,,STILLWATER,OK,74074,405-533-6445,L,6/27/2017,7/28/2017
35.974421,-96.736105,CUSHING MS(505),Open,521 SOUTH HARMONY ROAD,,CUSHING,OK,74023,918-225-5236,B L,5/30/2017,6/23/2017
36.11837,-97.071479,Oklahoma State University(N01),Residential Camp,305 S MONROE ST,,STILLWATER,OK,74074,405-744-4575,B L S,6/5/2017,8/3/2017
34.85021,-95.557272,HARTSHORNE ES(105),Open,821 ARAPAHOE,,HARTSHORNE,OK,74547,918-297-7120,B L,5/22/2017,6/29/2017
34.7211346,-95.9030682,KIOWA ES(105),Open,406 EAST 8TH STREET,,KIOWA,OK,74553,918-432-5822,B L,5/22/2017,6/29/2017
35.126096,-95.366437,QUINTON HS(715),Open,210 N J ST,,QUINTON,OK,74561,918-469-3100,B L,5/22/2017,6/30/2017
34.7202155,-95.9347664,SAVANNA ES(105),Open,9567 SOUTH U.S. HIGHWAY 69,,SAVANNA,OK,74565,918-548-3777,B L,5/22/2017,6/29/2017
34.7139883,-95.8564593,PITTSBURG ES(105),Open,200 W. GRAND,,PITTSBURG,OK,74560,918-432-5062,B L,5/15/2017,6/1/2017
34.940044,-95.76197,EMERSON ES(110),Open,301 E VAN BUREN,,MCALESTER,OK,74501,918-423-6465,B L,5/30/2017,6/30/2017
34.942132,-95.755839,PARKER INTERMEDIATE CTR(150),Open,1310 N 6TH,,MCALESTER,OK,74501,918-423-7816,B L,6/5/2017,6/15/2017
34.937049,-95.74233,MCALESTER HS(705),Open,1 BUFFALO DRIVE,,MCALESTER,OK,74502,918-423-7816,B L,6/5/2017,6/15/2017
34.92824477,-95.77552921,Komar Park(N02),Open,501 SOUTH B STREET,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
34.926114,-95.767475,Boys & Girls Club(N03),Open,301 EAST CHADICK,,MCALESTER,OK,74501,918-423-7816,B L,5/30/2017,7/20/2017
34.95444568,-95.75873845,Hutchison Park(N06),Open,310 EAST KREBS,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
34.93493,-95.76609,McAlester Public Library(N07),Open,401 NORTH 2ND STREET,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
34.926484,-95.767931,Chaddick Pool(N09),Open,485 SOUTH 3RD,,MCALESTER,OK,74501,918-424-1298,L,5/30/2017,7/20/2017
34.90712,-95.77288,Main and Oklahoma Church(N11),Open,1700 SOUTH MAIN,,MCALESTER,OK,74501,918-423-7816,B L,5/30/2017,7/20/2017
34.93662,-95.77168,B & Jefferson(N14),Open,224 WEST JEFFERSON,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
34.942132,-95.755839,Football Practice Facility(N15),Open,1310 N 6TH,,MCALESTER,OK,74501,918-774-5792,B L,6/1/2017,7/20/2017
34.9306,-95.75642,Grand Avenue Community Center(N19),Open,918 EAST WASHINGTON,,MCALESTER,OK,74501,918-329-0709,B L,5/30/2017,7/20/2017
34.94480222,-95.76001111,Jeff Lee Pool(N20),Open,311 EAST FILMORE,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
34.935557,-95.755492,Stipe Pool(N21),Open,801 NORTH 9TH,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
34.87897629,-96.41336048,ALLEN ES(105),Open,110 N RICHMOND AVE,,ALLEN,OK,74825,580-857-2417,B L,5/22/2017,6/29/2017
34.77145,-96.66408,East Central University(N01),Residential Camp,1100 EAST 14TH STREET,,ADA,OK,74820,580-559-5856,B L S,5/31/2017,7/26/2017
34.223309,-96.675173,Chickasaw Nation Tishomingo Boys & Girls Club(N01),Open,997 SOUTH BYRD,,TISHOMINGO,OK,73460,580-371-0153,B L,5/15/2017,8/4/2017
34.50834,-96.977583,Sulphur Boys & Girls Club(N04),Open,1021 WEST 9TH STREET,,SULPHUR,OK,73086,580-618-6041,B L,5/15/2017,8/4/2017
34.462493,-97.1722473,Camp Survivor(N06),Closed Enrolled,HIGHWAY 77 AND SOONER ROAD,,DAVIS,OK,73030,580-369-2272,B L S,5/31/2017,6/3/2017
34.65505857,-96.5273,Stonewall First Baptist Church(N08),Open,328 S. HARRISON,,STONEWALL,OK,74871,580-265-4238,L,7/24/2017,7/28/2017
34.8000471,-96.6847054,Family Life Center(N10),Open,292 SEABROOK ROAD,,ADA,OK,74820,580-310-9490,B L,6/23/2017,6/24/2017
34.7696,-96.67871,Ada First Baptist Church(N100),Open,521 S. BROADWAY,,ADA,OK,74820,580-332-4124,S,6/26/2017,6/30/2017
34.4929216,-97.0051973,Chickasaw Nation Cultural Center(N101),Open,867 COOPER MEMORIAL DRIVE,,SULPHUR,OK,73086,580-320-6603,L,6/24/2017,6/24/2017
34.1901567,-97.1276762,Ardmore Broadlawn Park(N102),Open,1511 MOUNT WASHINGTON,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
34.20287,-97.13133,Ardmore High School(N103),Open,701 VETERENS BLVD,,ARDMORE,OK,73401,580-277-1167,B L,6/5/2017,7/21/2017
34.196304,-97.134215,Cities In Schools(N104),Open,1906 HARRIS STREET NW,,ARDMORE,OK,73401,580-223-8762,L,7/5/2017,7/31/2017
34.31439047,-97.13969558,Springer Community(N105),Open,551 MAIN STREET,,SPRINGER,OK,73458,580-653-2300,L,6/5/2017,8/4/2017
34.24182122,-96.67144102,RAVIA COMMUNITY CENTER(N106),Open,102 SOUTH 2ND STREET,,RAVIA,OK,73455,580-371-6351,S,6/5/2017,8/4/2017
34.236126,-96.677541,Methodist Church in Tishomingo(N107),Open,202 N. NESHOBA ST.,,TISHOMINGO,OK,73460,000-000-0000,S,6/5/2017,8/4/2017
34.918268,-97.182261,Rosedale Baptist Church(N108),Open,37740 ARKANSAS AVE.,,ROSEDALE,OK,74831,405-469-4411,L,6/5/2017,8/4/2017
34.50834,-96.977583,Sulphur Schools(N109),Open,1021 W 9TH,,SULPHUR,OK,73086,580-320-6603,L,6/5/2017,6/29/2017
34.508497,-96.973294,Sulphur Splash Pad(N110),Open,WOODRUFF BLVD BETWEEN W.BROADWAY & W. WYNNEWOOD,,SULPHUR,OK,73086,580-436-7255,L,6/5/2017,8/4/2017
34.23902939,-96.67520204,Tishomingo Elementary School(N111),Open,508 N. NESHOBA,,TISHOMINGO,OK,73460,000-000-0000,L,6/5/2017,8/4/2017
34.800119,-96.680504,Ada Toksali SMART(N112),Open,231 SEABROOK ROAD,,ADA,OK,74820,580-559-0833,B L,6/5/2017,6/30/2017
34.199698,-97.139535,Ardmore Toksali SMART(N113),Open,920 LOCUST,,ARDMORE,OK,73401,580-226-4821,B L,6/5/2017,6/30/2017
34.74128122,-97.22041306,Pauls Valley Toksali SMART(N114),Open,202 N. CHICKASAW,,PAULS VALLEY,OK,73075,405-207-9883,B,6/5/2017,6/30/2017
34.9971731,-97.3732154,Purcell Toksali SMART(N115),Open,1430 HARDCASTLE BLVD.,,PURCELL,OK,73080,405-527-4973,B L,6/5/2017,6/30/2017
34.50604905,-96.87871265,Sulphur Toksali SMART(N116),Open,4970 W. HWY 7,,SULPHUR,OK,73086,580-622-2888,B L,6/5/2017,6/30/2017
35.291118,-97.816681,Tuttle Library(N117),Open,305 W. MAIN ST.,,TUTTLE,OK,73089,405-381-8586,L,6/7/2017,7/26/2017
34.78273,-96.669813,Chickasaw Nation Community Center(N118),Open,700 N. MISSISSIPPI,,ADA,OK,74871,580-387-9593,B,7/6/2017,7/6/2017
34.200071,-97.138152,CN Ardmore Community Center(N119),Open,907 LOCUST STREET,,ARDMORE,OK,73401,580-387-9593,B,7/13/2017,7/13/2017
34.95776683,-96.75205659,Konowa First Baptist Church(N120),Open,129 NORTH BROADWAY,,KONAWA,OK,74849,405-234-5240,L,7/5/2017,8/4/2017
35.23602476,-96.70635,Seminole Nutrition Services(N121),Open,12577 NS 3540,,SEMINOLE,OK,74868,405-234-5240,L,7/3/2017,8/4/2017
35.242801,-96.681791,Seminole Northwood Elementary(N122),Open,1001 CARSON DRIVE,,SEMINOLE,OK,74868,405-234-5240,L,7/3/2017,7/28/2017
34.7997864,-96.9620594,Stratford Library(N123),Open,340 N. OAK,,STRATFORD,OK,74872,580-759-2684,L,6/13/2017,8/3/2017
34.176604,-97.122279,Ardmore Fraley Park(N124),Open,611 MARTIN LUTHER KING BLVD,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
34.1771,-97.11180347,Big Five Apartments(N125),Open,1212 6TH AVENUE NE,,ARDMORE,OK,73401,580-223-3733,B L,6/21/2017,8/4/2017
34.77549,-96.69096,Glenwood Park(N17),Open,825 WEST 10TH,,ADA,OK,74820,580-436-7255,L,6/5/2017,8/4/2017
34.74691161,-96.65323397,Freewill Baptist Camp  (N18),Open,8994 STATE HIGHWAY 3W,,ADA,OK,74820,580-399-0738,B L,6/19/2017,6/23/2017
34.796111,-96.679008,Chickasaw Nation Housing Admin Building(N33),Open,111 ROSEDALE ROAD,,ADA,OK,74820,580-399-2582,B L,5/31/2017,6/2/2017
34.7671627,-96.6597159,Wintersmith Park(N34),Open,18TH STREET AT SCENIC DRIVE,,ADA,OK,74820,580-272-5368,L,6/5/2017,8/4/2017
34.771199,-96.679181,First United Methodist Church(N43),Open,129 W. 14TH,,ADA,OK,74820,580-332-1398,B L,6/26/2017,7/14/2017
34.41837,-96.990254,Camp Goddard(N44),Closed Enrolled,2964 GODDARD YOUTH CAMP ROAD,,SULPHUR,OK,73086,580-436-2603,B L S,6/27/2017,6/29/2017
34.73119,-96.645359,Chickasaw Nation Medical Center(N47),Open,1921 STONECIPHER BLVD,,ADA,OK,74820,580-436-3980,L,5/20/2017,8/12/2017
34.17452899,-97.12100394,Ardmore Community Water Park(N50),Open,506 3RD NE,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
34.17552837,-97.11910633,Whittington Park(N51),Open,402 G STREET,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
34.782577,-96.671664,Ada Nutrition Services(N53),Open,518 EAST ARLINGTON,,ADA,OK,74820,580-436-7255,L,6/5/2017,8/4/2017
34.994542,-97.370856,Purcell Nutrition Services(N54),Open,1530 HARDCASTLE BLVD,,PURCELL,OK,73080,405-527-6967,L,6/5/2017,8/4/2017
34.200266,-97.140386,Ardmore Nutrition Services(N55),Open,2350 CHICKASAW BLVD,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
34.20277556,-97.11566222,HUG Summer Day Camp(N65),Open,511 VETERANS BLVD,,ARDMORE,OK,73402,580-221-1649,B L,7/5/2017,7/21/2017
34.76803857,-96.68976,Ada Boys & Girls Summer Camp(N67),Open,715 S. HICKORY,,ADA,OK,74820,580-332-3717,B L,5/30/2017,8/4/2017
34.774264,-96.676927,Ada Public Library(N71),Open,124 S. RENNIE,,ADA,OK,74820,580-436-8121,L,5/31/2017,8/4/2017
34.87882859,-96.41274553,Allen Church of Christ BS(N72),Open,406 E. BROADWAY,,ALLEN,OK,74825,580-875-2215,S,7/11/2017,7/15/2017
34.87787153,-96.41370554,Allen City Park(N73),Open,203 S RICHMOND,,ALLEN,OK,74825,580-857-2461,L,7/20/2017,7/20/2017
34.87913864,-96.41448727,Allen Public Library(N74),Open,214 E. BROADWAY,,ALLEN,OK,74825,580-857-2933,L,6/5/2017,8/4/2017
34.201223,-97.140371,Ardmore CN Peds Clinic(N76),Open,2510 CHICKASAW ROAD,,ARDMORE,OK,73401,580-226-8181,L,6/5/2017,8/4/2017
34.18136,-97.12459,Ardmore Indian Church BS(N78),Open,820 NORTH WASHINGTON,,ARDMORE,OK,73401,580-229-6929,S,6/26/2017,6/26/2017
34.8744179,-97.0503445,Byars Baptist Church(N81),Open,6TH & RIPLEY STREET,,BYARS,OK,74831,405-238-7500,L,6/5/2017,8/4/2017
34.6091045,-96.5846821,Union Valley Baptist Church BS(N84),Open,COUNTY ROAD 3610 AND 1600,,STONEWALL,OK,74871,580-332-0902,S,7/9/2017,7/13/2017
34.23539727,-96.66707576,Tishomingo Medical Clinic(N85),Open,815 E 5TH,,TISHOMINGO,OK,73460,844-230-3785,L,6/5/2017,8/4/2017
34.2351336,-96.6846534,Pennington Park in Tishomingo(N86),Open,SOUTH CAPITAL AVENUE,,TISHOMINGO,OK,73460,844-230-3785,S,6/5/2017,8/4/2017
34.78636,-96.65322,Ada CN WIC Clinic(N87),Open,1001 COUNTRY CLUB ROAD,,ADA,OK,74820,580-421-4581,L,6/5/2017,8/4/2017
34.4253215,-97.1145772,Indian Falls Creek(N90),Residential Camp,6714 HWY 77D,,DAVIS,OK,73030,405-598-2067,B L S,7/30/2017,8/3/2017
34.87890371,-96.41335588,Allen First Baptist Chuch(N91),Open,304 E. BORADWAY,,ALLEN,OK,74825,580-857-2858,S,6/20/2017,6/24/2017
34.234685,-96.666054,Tishomingo Community Gym,Open,817 E. 16TH,,TISHOMINGO,OK,73460,580-387-9593,B L,7/28/2017,7/28/2017
34.88042,-96.41431,Allen Church of God of Prophecy(N94),Open,201 E. LEXINGTON,,ALLEN,OK,74825,580-310-4151,S,6/8/2017,8/3/2017
35.4061,-96.902523,NORTH ROCK CREEK PUBLIC SCHOOL(105),Open,42400 GARRETT'S LAKE ROAD,,SHAWNEE,OK,74804,405-275-3473,B L,5/30/2017,6/26/2017
35.324597,-96.895809,PLEASANT GROVE PUBLIC SCHOOL(105),Open,1927 E WALNUT,,SHAWNEE,OK,74801,405-275-6092,L,6/5/2017,6/22/2017
35.4334313,-97.0954864,MCLOUD ES(105),Restricted Open,535 W. PARK ST.,,MCLOUD,OK,74851,405-964-3382,B L,6/5/2017,6/29/2017
35.144601,-97.009397,MACOMB ES(110),Open,36591 STATE HIGHWAY 59B,,MACOMB,OK,74852,405-598-2716,B L,5/22/2017,7/31/2017
35.33922,-96.92888,JEFFERSON ES(130),Open,800 N LOUISA,,SHAWNEE,OK,74801,405-273-1846,B L,6/5/2017,6/29/2017
35.37313,-96.92192,SHAWNEE MS(505),Open,4300 N UNION,,SHAWNEE,OK,74804,405-273-0403,B L S,6/6/2017,8/16/2017
34.2315184,-95.6227789,RATTAN ES(105),Open,100 WEST MAIN,,RATTAN,OK,74562,580-587-2715,B L,5/30/2017,6/29/2017
34.5907164,-95.3681451,CRAIN ES(105),Open,329 N. 1ST STREET,,CLAYTON,OK,74536,918-569-4492,B L,5/22/2017,6/29/2017
34.5907164,-95.3681451,CLAYTON HS(705),Open,329 N. 1ST STREET,,CLAYTON,OK,74536,918-569-4492,B L,5/22/2017,6/29/2017
35.6307847,-99.3827954,HAMMON ES(105),Open,802 EAST SHOCKEY,,HAMMON,OK,73650,580-473-2221,B L,5/30/2017,6/23/2017
36.308415,-95.645091,WESTSIDE ES(115),Open,2600 HOLLY ROAD,,CLAREMORE,OK,74017,918-923-4223,B L,6/5/2017,8/4/2017
36.325638,-95.603707,CLAREMORE PS/PAC(N2),Open,101 E STUART ROOSA,,CLAREMORE,OK,74017,918-923-4223,L,6/5/2017,8/4/2017
36.54311,-95.43632,"Boys and Girls Club of Chelsea, Inc.(N01)",Open,119 N. ASH ST.,,CHELSEA,OK,74016,918-789-3232,B L,6/1/2017,8/2/2017
35.116006,-96.51175,JUSTICE PUBLIC SCHOOL(105),Open,36507 EW 1310,,WEWOKA,OK,74884,405-257-2962,B L,6/5/2017,6/29/2017
35.228081,-96.677391,SEMINOLE HS(715),Open,501 TIMMONS,,SEMINOLE,OK,74868,405-382-0315,L,5/30/2017,7/20/2017
35.14895,-96.49537,WEWOKA ES(105),Open,300 W. 10TH,,WEWOKA,OK,74884,405-257-6220,L,6/1/2017,6/30/2017
34.956169,-96.761021,KONAWA ES(105),Open,701 WEST SOUTH STREET,,KONAWA,OK,74849,580-925-3244,B L,5/15/2017,6/15/2017
35.362691,-96.585306,STROTHER ES(105),Open,36085  EW1140,,SEMINOLE,OK,74868,405-382-0982,B L,5/22/2017,6/15/2017
35.225338,-96.679903,Seminole State College(N01),Residential Camp,2701 BOREN BOULEVARD,,SEMINOLE,OK,74818,405-382-9710,B L S,5/26/2017,6/29/2017
35.3904815,-94.4506839,MOFFETT PUBLIC SCHOOL(105),Open,701 BELT AVENUE,,MOFFETT,OK,74946,918-875-3668,B L,5/22/2017,6/16/2017
35.458631,-94.777941,LIBERTY ES(105),Open,136 SOUTH DOGWOOD,,SALLISAW,OK,74955,918-775-1293,L,6/5/2017,7/15/2017
35.459542,-94.790364,Sallisaw Boys and Girls Club(N01),Open,113 NORTH ELM STREET,,SALLISAW,OK,74955,918-776-9117,,6/5/2017,7/15/2017
35.40758,-94.59799,MULDROW ES(110),Open,301 SOUTH MAIN,,MULDROW,OK,74948,918-427-4081,B L,6/5/2017,6/30/2017
35.4167087,-94.5190412,ROLAND JHS(610),Open,312 RANGER BLVD,,ROLAND,OK,74954,918-427-0091,L,5/23/2017,6/23/2017
34.506137,-97.937554,WOODROW WILSON ES(140),Open,700 EAST CHESTNUT,,DUNCAN,OK,73533,580-255-5035,L,5/31/2017,8/11/2017
36.68397204,-101.48545,ACADEMY ES(105),Open,604 NORTH ACADEMY,,GUYMON,OK,73942,580-461-0174,B L,5/30/2017,6/30/2017
36.6921395,-101.4807699,NORTH PARK ES(135),Open,1400 NORTH CRUMLEY STREET,,GUYMON,OK,73942,580-338-4385,B L,5/30/2017,7/21/2017
36.5950203,-101.6308566,Upward Bound Summer Program(N01),Residential Camp,323 W. EAGLE BLVD.,,GOODWELL,OK,73939,580-349-1538,B L S,5/31/2017,7/13/2017
34.4935272,-99.1430904,TIPTON ES(115),Open,1000 S. BROADWAY,,TIPTON,OK,73570,580-667-5268,B L,5/22/2017,6/2/2017
36.196112,-95.963802,ANDERSON ES(111),Open,1921 E. 29TH STREET NORTH,,TULSA,OK,74110,918-809-2395,B L,6/1/2017,8/4/2017
36.130715,-96.005112,EUGENE FIELD ES(185),Open,2249 S PHOENIX AVE,,TULSA,OK,74107,918-746-8840,B L,6/1/2017,8/18/2017
36.2347,-95.993666,GILCREASE ES(198),Open,5550 N. MARTIN LUTHER KING JR BLVD,,TULSA,OK,74126,918-746-9604,B L,6/19/2017,7/28/2017
36.082879,-95.940526,GRIMES ES(199),Open,3213 E. 56TH ST.,,TULSA,OK,74105,000-000-0000,B L,6/1/2017,8/11/2017
36.128279,-95.916991,HOOVER ES(215),Open,2327 S. DARLINGTON AVE.,,TULSA,OK,74114,918-746-9120,B L,6/26/2017,7/21/2017
36.135958,-95.940684,LANIER ES(260),Open,1724 S. HARVARD,,TULSA,OK,74112,918-850-8838,B L,6/1/2017,8/11/2017
36.08155,-95.976921,MARSHALL ES(310),Open,1142 E 56TH STREET,,TULSA,OK,74105,918-925-1620,B L,8/15/2017,8/18/2017
